39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
43.0,,117037.0,,, Married-civ-spouse,, Husband,, Male,,2042.0,40.0,,
,,,,9.0,, Tech-support, Unmarried,, Female,0.0,,,, <=50K
,,, Bachelors,13.0, Married-civ-spouse,, Husband,, Male,,0.0,, United-States,
19.0, Private,168294.0, HS-grad,9.0, Never-married, Craft-repair, Own-child,, Male,0.0,0.0,40.0, United-States,
54.0, ?,180211.0, Some-college,, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0.0,0.0,,,
39.0, Private,367260.0,,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,,80.0, United-States, <=50K
49.0, Private,, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband,,,,,,, <=50K
23.0,,190709.0,,12.0, Never-married, Protective-serv,, White, Male,0.0,,52.0, United-States, <=50K
20.0,,266015.0,,10.0, Never-married,, Own-child, Black, Male,,0.0,44.0, United-States, <=50K
, Private,, Bachelors,13.0,, Exec-managerial, Own-child, White, Male,0.0,1408.0,40.0, United-States,
30.0,,59951.0,,10.0,,, Own-child, White, Male,0.0,0.0,40.0,,
,,311512.0,,, Married-civ-spouse,, Husband, Black, Male,0.0,0.0,15.0, United-States,
, Private,242406.0, 11th,7.0, Never-married, Machine-op-inspct, Unmarried,,,0.0,0.0,40.0, Puerto-Rico, <=50K
21.0,,197200.0, Some-college,10.0,, Machine-op-inspct,,, Male,,0.0,40.0,, <=50K
, Private,544091.0, HS-grad,9.0, Married-AF-spouse, Adm-clerical, Wife, White,,0.0,,,,
, Private,84154.0,,, Married-civ-spouse, Sales, Husband, White,,0.0,0.0,, ?,
48.0, Self-emp-not-inc,,,, Married-civ-spouse, Prof-specialty,, White, Male,0.0,0.0,40.0, United-States,
31.0, Private,,,5.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,43.0, United-States, <=50K
53.0, Self-emp-not-inc,,,,,, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
, Private,, Bachelors,13.0, Married-civ-spouse,, Husband,, Male,,0.0,50.0, United-States, <=50K
, Private,94638.0, HS-grad,9.0, Separated, Adm-clerical,,, Female,,,, United-States, <=50K
25.0,,289980.0, HS-grad,, Never-married, Handlers-cleaners,,,,0.0,0.0,35.0,, <=50K
57.0,,337895.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband,,,0.0,,40.0,, >50K
,,144361.0,,,,, Husband, White, Male,0.0,,, United-States,
44.0, Private,128354.0, Masters,, Divorced, Exec-managerial,, White, Female,,0.0,40.0, United-States,
41.0,,101603.0, Assoc-voc,,, Craft-repair,, White, Male,0.0,,40.0, United-States, <=50K
,,271466.0,,, Never-married, Prof-specialty, Not-in-family,,,0.0,0.0,43.0, United-States,
25.0, Private,32275.0,,10.0, Married-civ-spouse, Exec-managerial,, Other, Female,0.0,0.0,40.0, United-States,
18.0, Private,226956.0,,9.0, Never-married,, Own-child, White, Female,0.0,,,, <=50K
47.0, Private,51835.0, Prof-school,15.0,,,,, Female,0.0,,60.0, Honduras,
, Federal-gov,,,, Divorced,, Not-in-family, White, Male,0.0,,55.0, United-States, >50K
, Self-emp-inc,, HS-grad,9.0, Divorced, Exec-managerial,,,,0.0,0.0,, United-States, <=50K
, Private,237993.0, Some-college,10.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, United-States, >50K
, Private,216666.0,,, Married-civ-spouse,,,, Male,0.0,0.0,40.0, Mexico, <=50K
35.0,,56352.0, Assoc-voc,,,,,, Male,0.0,0.0,40.0, Puerto-Rico,
, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,,48.0,, <=50K
30.0, Private,188146.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,5013.0,,40.0, United-States, <=50K
, Private,59496.0, Bachelors,13.0,, Sales, Husband, White, Male,,,40.0,,
,,, 7th-8th,4.0, Married-spouse-absent, ?,, White,,,0.0,, ?,
48.0,,149640.0,,,, Transport-moving,, White,,0.0,0.0,, United-States,
42.0, Private,116632.0, Doctorate,16.0,,,, White, Male,0.0,,45.0,,
, Private,105598.0, Some-college,10.0,,, Not-in-family, White,,,,58.0, United-States,
36.0, Private,155537.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband,,,0.0,,40.0, United-States, <=50K
, Private,,,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,,,40.0,, <=50K
,,, HS-grad,9.0, Married-civ-spouse, Adm-clerical,, White, Female,,,,, >50K
49.0, Self-emp-inc,191681.0, Some-college,10.0, Married-civ-spouse,,, White, Male,0.0,0.0,,, >50K
, ?,200681.0, Some-college,, Never-married, ?, Own-child, White,,0.0,,40.0, United-States,
19.0,,,,,, Prof-specialty,, White, Male,0.0,0.0,,,
31.0, Private,309974.0, Bachelors,,,, Own-child,, Female,0.0,0.0,,, <=50K
29.0, Self-emp-not-inc,,,, Married-civ-spouse, Sales,, White, Male,,,70.0, United-States, >50K
23.0,,211678.0,,10.0, Never-married,, Not-in-family, White, Male,0.0,,40.0, United-States, <=50K
79.0,,124744.0, Some-college,,,,, White,,,,,,
27.0, Private,, HS-grad,9.0, Never-married, Other-service, Own-child, White,,,0.0,40.0,, <=50K
40.0, Private,32214.0,,,,,,, Male,0.0,,40.0, United-States,
,,212759.0,,6.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,,,
, Private,,,, Never-married, Other-service,, White, Female,0.0,0.0,22.0, United-States,
,,, 7th-8th,4.0,, Farming-fishing, Husband,,,,,40.0,, <=50K
,,446839.0, HS-grad,9.0, Never-married, Sales,, White, Male,,,30.0, United-States,
52.0, Private,, Bachelors,,,, Husband,, Male,,,40.0,, <=50K
,,51618.0, HS-grad,, Married-civ-spouse,,,, Female,,0.0,, United-States, <=50K
59.0,,, HS-grad,9.0,,,,, Male,0.0,0.0,48.0, United-States, <=50K
44.0, Private,343591.0, HS-grad,,,, Not-in-family,, Female,,,,,
53.0, Private,,,, Divorced, Sales, Own-child, White, Female,0.0,,, United-States,
49.0, Local-gov,268234.0,,, Married-civ-spouse, Protective-serv,, White,,0.0,,,, >50K
,,,,, Married-civ-spouse, Prof-specialty,, White, Male,,0.0,, United-States, <=50K
,,54334.0, 9th,, Never-married, Sales, Not-in-family,, Male,0.0,,40.0, United-States, <=50K
,,410867.0, Doctorate,,, Prof-specialty,, White,,0.0,0.0,50.0,,
57.0, Private,,,11.0, Married-civ-spouse,, Husband, White,,0.0,,,, <=50K
37.0, Private,286730.0,,10.0,, Craft-repair,,,,0.0,0.0,,,
28.0, Private,212563.0, Some-college,,,, Unmarried, Black, Female,0.0,,, United-States, <=50K
30.0, Private,117747.0, HS-grad,9.0,, Sales,, Asian-Pac-Islander,,,1573.0,,,
34.0, Local-gov,,,, Married-civ-spouse, Protective-serv,,, Male,0.0,0.0,40.0,,
, Local-gov,, Some-college,10.0, Never-married, Handlers-cleaners,,, Male,,0.0,50.0,, <=50K
48.0, Self-emp-not-inc,, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White,,0.0,1902.0,60.0,, >50K
37.0, Private,202683.0, Some-college,10.0,, Sales, Husband,, Male,,0.0,, United-States, >50K
48.0, Private,171095.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried,,,0.0,,40.0,, <=50K
32.0, Federal-gov,249409.0, HS-grad,9.0, Never-married,, Own-child, Black,,0.0,,40.0, United-States, <=50K
, Private,, Masters,14.0,,,, White,,0.0,,40.0,, >50K
44.0, Private,, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband,,,15024.0,0.0,, United-States, >50K
,,149116.0, Masters,14.0,, Prof-specialty, Not-in-family, White, Female,,,, United-States,
20.0, Private,188300.0, Some-college,, Never-married, Tech-support, Own-child,, Female,0.0,,40.0,, <=50K
29.0, Private,, HS-grad,9.0, Never-married,,, White,,0.0,,40.0, United-States, <=50K
32.0,,317660.0,,9.0, Married-civ-spouse, Craft-repair, Husband,,,7688.0,0.0,, United-States, >50K
, ?,304873.0, 10th,6.0, Never-married,, Own-child, White,,34095.0,,32.0,, <=50K
30.0,,194901.0,,,, Handlers-cleaners,, White,,,0.0,40.0, United-States,
31.0, Local-gov,189265.0,,9.0, Never-married, Adm-clerical,, White, Female,,0.0,, United-States, <=50K
42.0,,124692.0, HS-grad,9.0,, Handlers-cleaners, Husband, White,,0.0,0.0,40.0, United-States, <=50K
24.0,,432376.0, Bachelors,13.0,, Sales, Other-relative, White,,0.0,,, United-States, <=50K
38.0, Private,,,15.0, Married-civ-spouse, Prof-specialty, Husband,,,0.0,0.0,40.0, United-States, >50K
56.0,,335605.0, HS-grad,9.0,,,, White, Male,,,50.0,, >50K
28.0, Private,, Some-college,,,, Wife, White, Female,4064.0,0.0,25.0,,
36.0,,102864.0,,9.0, Never-married,,,, Female,,0.0,, United-States, <=50K
,,95647.0, 9th,5.0,,, Husband, White, Male,,,, United-States, <=50K
, Self-emp-inc,, Some-college,, Married-civ-spouse, Sales, Husband, White, Male,,,50.0, United-States, <=50K
49.0, Local-gov,,,, Married-civ-spouse,, Husband, Black, Male,0.0,,,, >50K
, Private,247552.0,,10.0, Married-civ-spouse,, Husband,, Male,0.0,,56.0, United-States, <=50K
, Private,102632.0, HS-grad,9.0,, Craft-repair,, White, Male,0.0,,, United-States,
21.0,,, Some-college,10.0, Never-married, Other-service,,, Female,0.0,0.0,40.0, United-States, <=50K
40.0,,118853.0, Bachelors,13.0, Married-civ-spouse,,,, Male,0.0,,60.0, United-States,
,,77143.0,,,, Exec-managerial, Own-child,,,0.0,0.0,,,
29.0, State-gov,267989.0, Bachelors,, Married-civ-spouse,,,, Male,0.0,0.0,,,
19.0,,301606.0, Some-college,, Never-married,,, Black,,0.0,,35.0, United-States,
47.0, Private,287828.0,,,, Exec-managerial, Wife, White, Female,0.0,0.0,, United-States, >50K
,,111697.0, Some-college,10.0, Never-married,,,,,,1719.0,28.0, United-States, <=50K
,,114937.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical,,,,,,40.0,,
35.0,,, HS-grad,9.0,, ?, Husband, White, Male,0.0,0.0,, United-States, <=50K
39.0, Private,, Some-college,10.0,,, Not-in-family,, Male,0.0,0.0,, United-States, <=50K
,,69621.0,,, Never-married, Sales,,, Female,0.0,0.0,60.0, United-States, <=50K
24.0, Private,, HS-grad,9.0, Never-married,, Not-in-family,,,0.0,1762.0,40.0,,
,,120985.0, HS-grad,9.0,,, Husband, White, Male,4386.0,0.0,35.0, United-States, <=50K
,,, Bachelors,,, Sales, Husband, White, Male,,0.0,, United-States, <=50K
46.0, Private,146195.0,,12.0, Divorced,, Not-in-family, Black,,0.0,,36.0, United-States, <=50K
, Federal-gov,125933.0, Masters,14.0,, Prof-specialty, Husband,, Male,,0.0,40.0, Iran,
43.0, Self-emp-not-inc,, HS-grad,, Married-civ-spouse,,, White,,0.0,,60.0,, <=50K
, Private,163127.0, Assoc-voc,, Married-civ-spouse, Adm-clerical,, White, Female,0.0,0.0,35.0,, <=50K
20.0,,,,, Never-married,, Own-child, White,,,0.0,20.0, United-States, <=50K
, Private,81973.0,,, Married-civ-spouse, Craft-repair, Husband,, Male,,,40.0, United-States,
, Self-emp-inc,66614.0, HS-grad,, Married-civ-spouse,,, White, Male,0.0,0.0,,, <=50K
, Private,232782.0,,,, Sales, Own-child,, Female,0.0,0.0,,,
19.0, Private,316868.0, Some-college,, Never-married,,,, Male,,,30.0,, <=50K
45.0, Private,,,11.0, Never-married,, Not-in-family, White, Female,0.0,1564.0,40.0, United-States, >50K
, Private,, Some-college,10.0, Never-married, Tech-support,,, Male,,,40.0, United-States, <=50K
31.0, Private,185814.0, HS-grad,,,, Unmarried, Black, Female,,0.0,,,
22.0, Private,175374.0, Some-college,10.0, Married-civ-spouse, Other-service,,, Male,0.0,0.0,, United-States, <=50K
,,108293.0,,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,,24.0,, <=50K
, Private,181232.0, 11th,7.0, Married-civ-spouse,,, White,,0.0,2179.0,,, <=50K
,,174662.0,,, Divorced,,, White,,0.0,,, United-States,
47.0, Local-gov,,,10.0, Divorced, Adm-clerical, Unmarried,, Female,0.0,,38.0,, <=50K
,,198183.0, HS-grad,9.0, Never-married,,, White,,,0.0,,,
,,163003.0,,,, Exec-managerial,, Asian-Pac-Islander, Female,,0.0,, Philippines, <=50K
21.0, Private,, HS-grad,,, Craft-repair,, White, Male,0.0,0.0,, United-States, <=50K
52.0,,252903.0, HS-grad,9.0,,,, White,,0.0,,,, >50K
,,187715.0,,, Married-civ-spouse, Craft-repair, Husband,, Male,,0.0,46.0,, <=50K
23.0, Private,214542.0, Bachelors,,, Handlers-cleaners, Not-in-family,, Male,0.0,0.0,,, <=50K
71.0,,,,10.0,,, Unmarried, Black,,,,2.0,,
29.0,,191535.0,,9.0,,, Not-in-family, White,,0.0,,60.0,, <=50K
42.0, Private,228456.0, Bachelors,13.0, Separated, Other-service, Other-relative, Black,,0.0,,50.0, United-States, <=50K
68.0,,, 1st-4th,2.0, Divorced, ?, Not-in-family, White, Female,0.0,,, United-States, <=50K
25.0, Private,, HS-grad,9.0,,,, White,,,0.0,40.0, United-States, <=50K
,,,,14.0, Divorced, Exec-managerial,, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Private,,,9.0,, Exec-managerial, Not-in-family, Asian-Pac-Islander,,,0.0,, England, <=50K
45.0, Self-emp-not-inc,201080.0,,,, Sales, Husband, White, Male,,0.0,,,
,,207157.0, Some-college,10.0,, Other-service, Unmarried, White,,0.0,,40.0,, <=50K
39.0, Federal-gov,, Assoc-acdm,12.0, Never-married,,, White, Male,0.0,0.0,42.0,,
46.0, State-gov,102628.0,,14.0, Widowed,,, White,,0.0,0.0,40.0, United-States,
18.0, Private,25828.0,,, Never-married,, Own-child,, Male,,,,, <=50K
66.0, Local-gov,54826.0,,,, Prof-specialty, Not-in-family, White,,0.0,0.0,, United-States,
27.0,,124953.0, HS-grad,,, Other-service, Not-in-family, White,,0.0,1980.0,40.0, United-States, <=50K
28.0, State-gov,, HS-grad,,, Protective-serv, Husband, White,,,,40.0, United-States, <=50K
51.0,,96062.0,,10.0,,,,, Male,,,40.0, United-States,
,,, Bachelors,,, Craft-repair, Not-in-family,,,,0.0,50.0,, <=50K
, State-gov,149624.0,,13.0,, Prof-specialty, Husband,, Male,,,40.0,, >50K
,,253814.0,,,, Sales,, White, Female,,0.0,25.0, United-States, <=50K
21.0, Private,312956.0,,, Never-married, Craft-repair,, Black, Male,0.0,0.0,40.0,, <=50K
34.0, Private,, HS-grad,9.0, Never-married,, Not-in-family, Black,,,,40.0, United-States, <=50K
18.0,,183930.0, HS-grad,9.0, Never-married,, Own-child,, Male,,0.0,,, <=50K
,,37274.0, Bachelors,13.0,,, Husband, White, Male,0.0,,65.0,,
44.0, Local-gov,, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband,,,0.0,0.0,, United-States, >50K
43.0,,, Some-college,10.0,, Adm-clerical,, White, Female,0.0,,40.0, United-States, <=50K
, Private,633742.0,,10.0,,,, Black, Male,,,45.0,,
40.0,,, 7th-8th,,,,,, Male,,,40.0, Mexico,
37.0,,29054.0,,,,,,,,0.0,0.0,42.0, United-States, >50K
,,,,9.0,, Adm-clerical, Husband,,,0.0,,, United-States, <=50K
41.0, Self-emp-not-inc,143129.0,,13.0, Divorced, Exec-managerial, Not-in-family,, Female,,,40.0,, <=50K
, ?,135105.0,,, Divorced, ?, Not-in-family,,,0.0,0.0,50.0, United-States,
31.0, Private,99928.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,,,50.0,,
58.0, State-gov,109567.0,,, Married-civ-spouse, Prof-specialty, Husband, White,,0.0,0.0,1.0, United-States,
, Private,155222.0, Some-college,, Divorced, Machine-op-inspct, Not-in-family, Black, Female,,,, United-States, <=50K
,,159567.0, Some-college,, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,,, <=50K
, Local-gov,523910.0, Bachelors,13.0, Married-civ-spouse, Craft-repair,, Black, Male,,,40.0, United-States, <=50K
, Private,120939.0,,10.0, Married-civ-spouse, Tech-support, Husband,,,0.0,0.0,45.0,,
,,130760.0, Bachelors,13.0,, Tech-support, Husband, White,,0.0,0.0,24.0, United-States, <=50K
23.0,,, 5th-6th,3.0, Married-civ-spouse,, Other-relative, White,,,0.0,,,
36.0, Private,99374.0,,10.0,, Craft-repair, Not-in-family, White, Male,,0.0,40.0, United-States, <=50K
40.0,,56795.0, Masters,, Never-married,, Not-in-family,, Female,,0.0,,, >50K
35.0, Private,, Masters,,, Prof-specialty, Other-relative,, Male,,0.0,40.0, United-States,
,,32921.0,,9.0,,,, White, Male,,0.0,40.0,,
26.0, Private,397317.0,,14.0,,,, White, Female,0.0,1876.0,, United-States, <=50K
, ?,,,,, ?, Own-child, White,,0.0,0.0,, Italy, <=50K
51.0, Private,259323.0, Bachelors,,,, Husband,,,0.0,,, United-States, >50K
, Local-gov,, Some-college,, Never-married, Prof-specialty, Not-in-family, White, Female,,1340.0,40.0, United-States, <=50K
37.0, State-gov,, HS-grad,, Divorced,,,, Female,0.0,0.0,35.0, United-States,
18.0, Private,140164.0, 11th,7.0, Never-married,, Own-child, White,,,0.0,40.0, United-States,
36.0,,128757.0, Bachelors,13.0, Married-civ-spouse, Other-service,, Black,,,,, United-States,
35.0, Private,,,, Divorced,, Not-in-family, White,,0.0,,60.0, United-States, <=50K
58.0,,210563.0, HS-grad,9.0,, Sales,, White, Female,,0.0,35.0, United-States, >50K
17.0,,65368.0, 11th,, Never-married,, Own-child,, Female,,,12.0, United-States, <=50K
44.0, Local-gov,,,, Married-civ-spouse, Transport-moving, Husband, Black, Male,,,, United-States, <=50K
37.0,,,,9.0, Married-civ-spouse, Craft-repair,, White,,0.0,,40.0,,
35.0,,, Some-college,,,, Not-in-family, Amer-Indian-Eskimo, Female,,,, United-States, <=50K
60.0,,, HS-grad,, Married-civ-spouse, Craft-repair, Husband,,,0.0,,40.0,,
, Self-emp-inc,125417.0,,4.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,,40.0,,
, Private,,,13.0,, Exec-managerial, Not-in-family,, Male,0.0,0.0,60.0,,
50.0, Private,, Assoc-acdm,12.0, Divorced, Sales, Not-in-family,, Female,,0.0,, United-States,
, Private,,,, Married-civ-spouse,,,, Male,0.0,0.0,50.0, Poland, <=50K
, Private,109434.0, Bachelors,, Married-civ-spouse, Prof-specialty, Husband, White,,,0.0,55.0, United-States, <=50K
, Private,, 10th,6.0, Never-married,,, White, Male,,0.0,40.0, United-States, <=50K
31.0, Private,, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,,40.0,,
64.0,,, 1st-4th,2.0, Divorced, ?,, White, Male,0.0,0.0,40.0,, <=50K
90.0, Private,51744.0,,, Never-married,,, Black, Male,,,40.0, United-States,
54.0, Private,176681.0, HS-grad,,, Adm-clerical, Husband, Black, Male,,0.0,20.0,, <=50K
53.0, Local-gov,140359.0, Preschool,, Never-married, Machine-op-inspct, Not-in-family,,,0.0,0.0,, United-States, <=50K
18.0,,243313.0,,9.0, Never-married,,, White, Female,0.0,0.0,, United-States,
60.0,,24215.0, 10th,6.0, Divorced,, Not-in-family,, Female,,0.0,10.0, United-States,
66.0, Self-emp-not-inc,, HS-grad,,,, Husband, White, Male,1409.0,0.0,50.0, United-States,
75.0, Private,314209.0,,11.0,, Adm-clerical,,, Female,,0.0,20.0,, <=50K
65.0,,,,,,,,, Female,,,, United-States,
35.0, Private,538583.0, 11th,, Separated,,,,,,0.0,40.0, United-States, <=50K
, Private,, HS-grad,, Divorced,, Unmarried,, Female,0.0,0.0,, United-States, <=50K
25.0,,159732.0,,10.0, Never-married,, Not-in-family,, Male,0.0,0.0,, United-States, <=50K
, Private,, Some-college,10.0,,,, Other,,0.0,,, United-States, <=50K
28.0, Private,76714.0,,15.0, Never-married,, Not-in-family, White, Male,0.0,,55.0,,
59.0,,268700.0, HS-grad,9.0,, Other-service, Husband, White,,0.0,,40.0,,
40.0,,170525.0,,10.0, Never-married, Adm-clerical, Not-in-family,, Female,,,, United-States,
,,,,13.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,50.0, Iran,
38.0,,115076.0,,14.0, Married-civ-spouse, Exec-managerial,, White,,0.0,,,, >50K
, Private,115458.0, HS-grad,, Never-married, Transport-moving,, White,,0.0,,40.0, United-States,
, Private,347890.0,,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,,, >50K
41.0, Self-emp-not-inc,196001.0,,9.0, Married-civ-spouse,, Wife,, Female,0.0,,20.0, United-States,
, State-gov,,,12.0,, Protective-serv,, White, Male,0.0,0.0,50.0, United-States,
, ?,, Some-college,,, ?, Own-child,, Male,,0.0,20.0, United-States, <=50K
, Private,, Some-college,10.0,, Craft-repair, Not-in-family, White,,0.0,,,, <=50K
56.0,,,,9.0, Married-civ-spouse,, Husband,,,0.0,0.0,35.0, ?, <=50K
58.0, Private,, HS-grad,, Married-civ-spouse, Adm-clerical,, White,,,0.0,, United-States, >50K
32.0, Private,183916.0, HS-grad,,, Other-service, Not-in-family,, Female,0.0,0.0,, United-States, <=50K
,,, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband,,,0.0,,60.0, United-States, >50K
45.0,,, HS-grad,, Married-civ-spouse,, Husband,, Male,,,40.0, ?, <=50K
,,112763.0,,,,, Wife, White, Female,,0.0,, United-States, >50K
42.0, Private,390781.0,,13.0,,,, Black, Female,,,40.0,, <=50K
59.0,,, 10th,6.0, Widowed,, Unmarried, Black,,0.0,0.0,, United-States, <=50K
19.0, Local-gov,, Some-college,10.0, Never-married, Adm-clerical,, White,,0.0,,40.0, United-States, <=50K
, Private,259014.0,,10.0, Never-married, Transport-moving, Not-in-family,, Male,0.0,,,, <=50K
, Self-emp-not-inc,303044.0,,9.0, Married-civ-spouse,,, Asian-Pac-Islander, Male,0.0,0.0,40.0,, >50K
20.0,,, HS-grad,,,,,, Female,,,, United-States, <=50K
32.0, Private,,,9.0,,, Not-in-family, White, Female,0.0,0.0,,, <=50K
45.0,,187666.0,,11.0, Widowed,, Not-in-family, White,,,,45.0, United-States,
,,, 7th-8th,, Divorced,, Not-in-family, White,,,0.0,40.0, United-States, <=50K
36.0,,,,, Divorced,, Own-child, White, Female,0.0,,, United-States, <=50K
45.0, Private,98092.0, HS-grad,9.0, Married-civ-spouse, Sales,, White, Male,0.0,0.0,60.0, United-States, <=50K
17.0, Private,245918.0,,, Never-married, Other-service,, White, Male,0.0,0.0,, United-States,
, Private,, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,,0.0,40.0,,
26.0,,, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,, United-States, <=50K
, Self-emp-inc,257295.0,,,, Exec-managerial, Husband, Asian-Pac-Islander, Male,,0.0,75.0, Thailand,
,,,,,, ?, Own-child, White,,0.0,0.0,24.0, Canada, <=50K
64.0,,,,,,, Husband, White,,,,40.0, United-States, >50K
33.0,,185480.0,,13.0,, Prof-specialty, Not-in-family, White,,,0.0,45.0,, <=50K
, Private,222205.0,,9.0, Married-civ-spouse,,,, Female,,0.0,, United-States, >50K
61.0,,69867.0,,9.0, Married-civ-spouse, Exec-managerial,,, Male,0.0,0.0,, United-States,
17.0,,191260.0, 9th,5.0, Never-married, Other-service, Own-child, White,,1055.0,0.0,, United-States,
50.0,,30653.0,,14.0, Married-civ-spouse,,, White, Male,2407.0,,98.0,, <=50K
,,209109.0, Masters,14.0, Never-married, Prof-specialty,,,,,0.0,, United-States, <=50K
30.0, Private,70377.0, HS-grad,9.0, Divorced,, Own-child, White,,0.0,0.0,,,
, Private,, HS-grad,9.0,, Handlers-cleaners, Husband, Black, Male,,,40.0,, <=50K
44.0, Private,170924.0, Some-college,10.0, Married-civ-spouse,,, White,,7298.0,0.0,40.0,,
35.0, Private,, Some-college,, Never-married,, Not-in-family,, Female,0.0,,, United-States,
25.0, Private,,,,,,,,,,0.0,40.0, United-States, <=50K
24.0, Private,,,10.0, Married-civ-spouse, Machine-op-inspct, Wife,,,7298.0,0.0,48.0, United-States,
,,34918.0, Bachelors,, Never-married, Prof-specialty,, White, Female,,0.0,,, <=50K
,,97688.0, Some-college,, Married-civ-spouse,, Husband,, Male,5178.0,,40.0,,
, Private,, Assoc-acdm,, Divorced,,,, Female,0.0,0.0,45.0, United-States,
60.0,,,,13.0,,,, White, Female,0.0,0.0,, United-States,
, Private,205759.0, HS-grad,9.0, Never-married, Handlers-cleaners,,, Male,,0.0,40.0,, <=50K
57.0, Federal-gov,425161.0, Masters,14.0, Married-civ-spouse,, Husband, White, Male,15024.0,,40.0, United-States,
,,220531.0, Prof-school,,, Prof-specialty,, White,,0.0,0.0,, United-States,
50.0,,176609.0, Some-college,,, Other-service, Not-in-family, White, Male,0.0,,45.0, United-States, <=50K
25.0,,,,13.0, Never-married, Exec-managerial,, White, Female,0.0,0.0,40.0,,
50.0, Private,193884.0,,4.0,, Craft-repair,, White, Male,,0.0,40.0,, <=50K
36.0,,200352.0, Bachelors,, Married-civ-spouse,,,,,,,45.0,, <=50K
, Private,, HS-grad,9.0,,,,,,0.0,,40.0, United-States, <=50K
, Local-gov,,,13.0, Never-married, Protective-serv,, White,,,0.0,,, <=50K
21.0, Private,231931.0, Some-college,,, Sales,, White, Male,,,45.0,, <=50K
, Private,, Bachelors,13.0,, Tech-support, Unmarried, Black,,,0.0,,,
