39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
,,, Assoc-voc,11.0, Married-civ-spouse, Craft-repair,,, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,, Assoc-voc,11.0, Never-married,, Not-in-family, White,,0.0,0.0,43.0, United-States,
25.0, Private,32275.0, Some-college,, Married-civ-spouse, Exec-managerial, Wife,, Female,0.0,0.0,40.0, United-States,
18.0, Private,226956.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0,, <=50K
47.0, Private,51835.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty,, White, Female,0.0,,60.0,, >50K
50.0, Federal-gov,251585.0, Bachelors,, Divorced, Exec-managerial, Not-in-family,, Male,0.0,,55.0, United-States, >50K
47.0, Self-emp-inc,109832.0,,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.0,, <=50K
, Private,237993.0, Some-college,, Married-civ-spouse, Tech-support, Husband, White,,,0.0,40.0, United-States, >50K
46.0, Private,, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0.0,0.0,40.0, Mexico, <=50K
35.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
41.0, Private,147372.0,,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,,48.0, United-States, <=50K
, Private,188146.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013.0,0.0,, United-States, <=50K
, Private,59496.0, Bachelors,13.0,, Sales, Husband, White, Male,2407.0,0.0,40.0, United-States, <=50K
32.0, ?,293936.0, 7th-8th,4.0, Married-spouse-absent,, Not-in-family, White, Male,,,40.0, ?, <=50K
48.0,,, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White,,0.0,0.0,40.0, United-States, <=50K
42.0, Private,, Doctorate,16.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States,
29.0, Private,105598.0, Some-college,10.0, Divorced, Tech-support,, White, Male,,0.0,58.0, United-States, <=50K
36.0, Private,, HS-grad,9.0,, Craft-repair, Husband, White, Male,,,, United-States, <=50K
28.0, Private,183175.0, Some-college,, Divorced, Adm-clerical,, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,169846.0, HS-grad,9.0,, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
49.0, Self-emp-inc,191681.0, Some-college,, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0.0,, United-States, >50K
25.0, ?,200681.0, Some-college,, Never-married, ?, Own-child,, Male,0.0,0.0,40.0,,
19.0,,, Some-college,, Never-married, Prof-specialty, Own-child, White,,0.0,0.0,32.0, United-States, <=50K
,,309974.0, Bachelors,13.0, Separated, Sales, Own-child, Black, Female,0.0,0.0,,, <=50K
29.0, Self-emp-not-inc,162298.0, Bachelors,13.0, Married-civ-spouse,, Husband, White,,0.0,0.0,70.0,, >50K
23.0, Private,211678.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,, United-States, <=50K
79.0, Private,, Some-college,10.0,, Prof-specialty, Other-relative,, Male,0.0,0.0,20.0, United-States,
, Private,213921.0, HS-grad,9.0, Never-married, Other-service,,, Male,,0.0,40.0, Mexico, <=50K
40.0, Private,, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,,0.0,40.0, United-States, <=50K
67.0,,212759.0, 10th,6.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States, <=50K
18.0,,309634.0, 11th,7.0,,,, White, Female,,0.0,, United-States, <=50K
31.0, Local-gov,125927.0, 7th-8th,, Married-civ-spouse, Farming-fishing, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,, HS-grad,9.0, Never-married,, Not-in-family, White, Male,0.0,0.0,30.0,, <=50K
52.0, Private,276515.0,,13.0, Married-civ-spouse, Other-service, Husband, White, Male,,0.0,40.0,, <=50K
46.0, Private,51618.0, HS-grad,9.0, Married-civ-spouse, Other-service,,, Female,0.0,0.0,40.0, United-States, <=50K
59.0, Private,159937.0, HS-grad,9.0, Married-civ-spouse, Sales,, White, Male,0.0,0.0,48.0, United-States, <=50K
44.0, Private,343591.0, HS-grad,9.0, Divorced,, Not-in-family, White, Female,14344.0,0.0,40.0, United-States,
, Private,346253.0, HS-grad,9.0, Divorced, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
49.0, Local-gov,268234.0, HS-grad,, Married-civ-spouse, Protective-serv, Husband,, Male,0.0,,40.0, United-States, >50K
33.0, Private,202051.0, Masters,14.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,50.0, United-States, <=50K
30.0, Private,54334.0, 9th,, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Federal-gov,410867.0, Doctorate,16.0, Never-married,,,, Female,0.0,0.0,50.0, United-States, >50K
57.0,,, Assoc-voc,11.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, United-States, <=50K
37.0, Private,286730.0, Some-college,10.0, Divorced, Craft-repair,,, Female,0.0,0.0,40.0, United-States,
28.0, Private,, Some-college,10.0, Divorced,, Unmarried, Black,,0.0,,25.0, United-States, <=50K
30.0, Private,117747.0,,9.0, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,0.0,1573.0,35.0,, <=50K
34.0,,226296.0, Bachelors,13.0,, Protective-serv, Husband,,,0.0,0.0,40.0, United-States, >50K
29.0,,, Some-college,, Never-married,, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
48.0, Self-emp-not-inc,191277.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,,,60.0, United-States, >50K
37.0, Private,202683.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0,, >50K
48.0, Private,,,12.0, Divorced, Exec-managerial, Unmarried,,,0.0,0.0,40.0, England, <=50K
32.0, Federal-gov,, HS-grad,9.0, Never-married,,, Black, Male,0.0,0.0,40.0, United-States,
76.0, Private,124191.0,,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0.0,40.0, United-States, >50K
44.0, Private,198282.0,,13.0, Married-civ-spouse, Exec-managerial,, White,,15024.0,0.0,60.0, United-States, >50K
47.0, Self-emp-not-inc,149116.0, Masters,, Never-married, Prof-specialty,, White,,0.0,,50.0, United-States, <=50K
20.0, Private,188300.0, Some-college,, Never-married, Tech-support, Own-child,, Female,0.0,,40.0,, <=50K
29.0, Private,103432.0, HS-grad,9.0, Never-married, Craft-repair,, White, Male,0.0,,40.0, United-States, <=50K
32.0, Self-emp-inc,317660.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband,, Male,7688.0,0.0,40.0, United-States, >50K
17.0, ?,, 10th,, Never-married,, Own-child, White,,34095.0,0.0,, United-States, <=50K
30.0, Private,194901.0,,7.0,,,, White, Male,0.0,0.0,40.0, United-States,
, Local-gov,189265.0,,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0,, <=50K
42.0, Private,124692.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband,,,,0.0,40.0, United-States, <=50K
24.0, Private,432376.0,,13.0, Never-married,, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0,,65324.0,,, Married-civ-spouse, Prof-specialty,, White, Male,,0.0,, United-States,
56.0, Self-emp-not-inc,335605.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,1887.0,50.0, Canada, >50K
28.0,,, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,4064.0,0.0,25.0,, <=50K
,,102864.0, HS-grad,9.0, Never-married, Machine-op-inspct,,, Female,0.0,,40.0, United-States, <=50K
, Private,, 9th,5.0, Married-civ-spouse, Handlers-cleaners, Husband,,,0.0,0.0,50.0, United-States, <=50K
56.0, Self-emp-inc,, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
49.0,,197371.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair,, Black, Male,0.0,,40.0, United-States, >50K
55.0,,, Some-college,, Married-civ-spouse, Sales, Husband, White,,0.0,0.0,56.0, United-States,
22.0, Private,102632.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,41.0, United-States,
, Private,199915.0, Some-college,10.0, Never-married,, Own-child,, Female,0.0,,40.0, United-States, <=50K
40.0,,, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,0.0,60.0, United-States,
30.0, Private,77143.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, Black, Male,0.0,,40.0, Germany, <=50K
, State-gov,267989.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
19.0, Private,, Some-college,10.0, Never-married, Other-service, Own-child,, Male,0.0,0.0,,,
47.0, Private,287828.0,,, Married-civ-spouse, Exec-managerial,, White, Female,0.0,0.0,40.0, United-States, >50K
20.0, Private,111697.0, Some-college,10.0,,, Own-child,, Female,0.0,1719.0,28.0, United-States, <=50K
,,114937.0,,12.0, Married-civ-spouse, Adm-clerical, Husband, White,,0.0,,40.0, United-States, >50K
35.0, ?,129305.0, HS-grad,9.0, Married-civ-spouse, ?, Husband,, Male,0.0,0.0,40.0, United-States,
, Private,365739.0, Some-college,, Divorced, Craft-repair, Not-in-family,, Male,0.0,,40.0, United-States, <=50K
28.0,,,,12.0,, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K
24.0, Private,43323.0,,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,1762.0,, United-States, <=50K
38.0, Self-emp-not-inc,, HS-grad,9.0,, Craft-repair, Husband, White, Male,,0.0,35.0, United-States, <=50K
, Private,254202.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,, United-States, <=50K
46.0, Private,146195.0,,12.0,, Tech-support, Not-in-family, Black, Female,,0.0,36.0, United-States, <=50K
38.0, Federal-gov,125933.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,, Iran,
43.0, Self-emp-not-inc,56920.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband,, Male,0.0,0.0,60.0,,
27.0, Private,163127.0,,, Married-civ-spouse,, Wife, White, Female,,0.0,35.0, United-States, <=50K
20.0, Private,34310.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0,, <=50K
49.0,,81973.0, Some-college,, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,
61.0, Self-emp-inc,66614.0, HS-grad,,, Craft-repair, Husband, White,,0.0,,40.0, United-States, <=50K
27.0, Private,, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,316868.0,,10.0, Never-married,, Own-child,, Male,0.0,0.0,30.0, Mexico, <=50K
45.0, Private,196584.0, Assoc-voc,11.0,, Prof-specialty, Not-in-family, White, Female,0.0,1564.0,40.0, United-States, >50K
70.0, Private,105376.0, Some-college,10.0, Never-married, Tech-support, Other-relative, White,,0.0,0.0,40.0,,
31.0, Private,,,9.0, Never-married,, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K
22.0,,, Some-college,10.0,, Other-service, Husband, White,,0.0,,24.0, United-States, <=50K
36.0, Private,, HS-grad,9.0, Widowed, Other-service,,,,,0.0,24.0, United-States, <=50K
64.0, Private,181232.0, 11th,, Married-civ-spouse, Craft-repair, Husband, White,,,,40.0, United-States, <=50K
, ?,174662.0, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Local-gov,186009.0, Some-college,10.0,,,,, Female,,,38.0, Mexico, <=50K
34.0, Private,, HS-grad,, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,163003.0, Bachelors,,, Exec-managerial, Other-relative,, Female,,0.0,40.0, Philippines, <=50K
21.0, Private,296158.0, HS-grad,9.0, Never-married,,, White, Male,0.0,0.0,35.0, United-States, <=50K
52.0,,, HS-grad,9.0,, ?, Not-in-family, White,,0.0,0.0,, United-States, >50K
48.0, Private,187715.0, HS-grad,9.0,,, Husband, White, Male,,0.0,46.0, United-States,
23.0, Private,214542.0, Bachelors,13.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,,0.0,40.0,, <=50K
71.0, Self-emp-not-inc,, Some-college,10.0, Separated, Sales, Unmarried,,,0.0,1816.0,, United-States, <=50K
29.0, Private,191535.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,,0.0,60.0, United-States, <=50K
42.0, Private,, Bachelors,13.0, Separated, Other-service, Other-relative, Black, Male,0.0,0.0,50.0, United-States, <=50K
68.0, ?,38317.0, 1st-4th,2.0, Divorced,, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
25.0, Private,252752.0, HS-grad,9.0, Never-married, Other-service, Unmarried,, Female,0.0,,40.0, United-States, <=50K
44.0,,78374.0, Masters,14.0,, Exec-managerial, Unmarried,, Female,0.0,,, United-States, <=50K
28.0, Private,88419.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0.0,,40.0,, <=50K
, Self-emp-not-inc,201080.0, Masters,, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,, United-States, >50K
36.0, Private,207157.0, Some-college,10.0, Divorced, Other-service,,,,0.0,,, Mexico,
39.0, Federal-gov,, Assoc-acdm,12.0,, Exec-managerial, Not-in-family, White,,,0.0,42.0, United-States, <=50K
,,102628.0,,14.0, Widowed,, Unmarried, White, Male,,,40.0, United-States, <=50K
18.0, Private,25828.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White,,0.0,0.0,16.0,, <=50K
, Local-gov,54826.0, Assoc-voc,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
, Private,124953.0, HS-grad,9.0, Never-married, Other-service,,, Male,0.0,1980.0,40.0, United-States, <=50K
28.0, State-gov,175325.0, HS-grad,9.0,, Protective-serv,, White, Male,0.0,,40.0, United-States, <=50K
51.0,,96062.0, Some-college,10.0, Married-civ-spouse, Sales,, White, Male,,1977.0,40.0, United-States,
27.0,,428030.0, Bachelors,13.0,, Craft-repair, Not-in-family, White, Male,0.0,0.0,, United-States,
28.0,,149624.0,,, Married-civ-spouse, Prof-specialty,, White, Male,0.0,0.0,40.0, United-States, >50K
,,253814.0, HS-grad,9.0, Married-spouse-absent, Sales, Unmarried,, Female,0.0,0.0,25.0, United-States, <=50K
21.0, Private,312956.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0,, <=50K
,,483777.0, HS-grad,9.0,, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,
18.0, Private,183930.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States,
33.0, Private,37274.0, Bachelors,13.0,, Prof-specialty, Husband,, Male,,0.0,65.0, United-States, <=50K
44.0, Local-gov,181344.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Black,,0.0,0.0,38.0, United-States, >50K
, Private,114580.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,633742.0, Some-college,, Never-married, Craft-repair,,, Male,0.0,,45.0, United-States, <=50K
40.0,,286370.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0.0,0.0,, Mexico,
37.0, Federal-gov,29054.0,,10.0, Married-civ-spouse, Adm-clerical, Husband, White,,0.0,0.0,42.0, United-States,
34.0, Private,304030.0, HS-grad,, Married-civ-spouse, Adm-clerical, Husband,,,0.0,0.0,40.0, United-States, <=50K
41.0, Self-emp-not-inc,143129.0, Bachelors,,, Exec-managerial, Not-in-family, White,,0.0,,40.0,, <=50K
53.0,,135105.0, Bachelors,13.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
31.0, Private,99928.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife,,,,,50.0, United-States, <=50K
58.0, State-gov,, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband,, Male,0.0,,1.0, United-States, >50K
38.0, Private,, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,,28.0, United-States, <=50K
24.0, Private,159567.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Local-gov,523910.0, Bachelors,,, Craft-repair,,, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,120939.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
41.0, Federal-gov,, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband,, Male,0.0,0.0,24.0, United-States,
, Private,197387.0, 5th-6th,, Married-civ-spouse, Transport-moving, Other-relative, White, Male,,0.0,, Mexico, <=50K
, Private,99374.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,, United-States, <=50K
40.0, Federal-gov,56795.0, Masters,14.0, Never-married,, Not-in-family,, Female,14084.0,0.0,55.0, United-States, >50K
35.0, Private,138992.0, Masters,14.0,, Prof-specialty, Other-relative, White, Male,7298.0,0.0,,,
24.0, Self-emp-not-inc,32921.0, HS-grad,9.0,,, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,397317.0,,14.0, Never-married,, Not-in-family, White,,0.0,1876.0,, United-States, <=50K
19.0, ?,170653.0, HS-grad,9.0, Never-married,, Own-child,, Male,0.0,0.0,40.0, Italy, <=50K
51.0, Private,259323.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,,50.0, United-States, >50K
42.0, Local-gov,254817.0,,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,1340.0,40.0,, <=50K
37.0, State-gov,48211.0, HS-grad,, Divorced, Adm-clerical,, White, Female,0.0,0.0,, United-States, <=50K
18.0, Private,,,,, Sales, Own-child,, Female,0.0,0.0,40.0, United-States, <=50K
, Private,128757.0,,13.0, Married-civ-spouse, Other-service, Husband, Black,,7298.0,0.0,36.0,, >50K
35.0, Private,36270.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,,0.0,60.0,, <=50K
58.0, Self-emp-inc,210563.0, HS-grad,, Married-civ-spouse, Sales, Wife, White, Female,15024.0,0.0,35.0,, >50K
, Private,65368.0,,7.0, Never-married, Sales, Own-child, White, Female,0.0,,12.0, United-States, <=50K
44.0, Local-gov,160943.0, HS-grad,9.0, Married-civ-spouse, Transport-moving,, Black,,,0.0,40.0, United-States, <=50K
37.0, Private,208358.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,, United-States, >50K
35.0, Private,153790.0,,10.0, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo,,0.0,0.0,40.0,, <=50K
, Private,85815.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,,, Male,0.0,,, United-States, <=50K
54.0, Self-emp-inc,125417.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,0.0,40.0, United-States, >50K
37.0, Private,635913.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Male,,0.0,60.0, United-States, >50K
50.0, Private,313321.0, Assoc-acdm,, Divorced,, Not-in-family, White,,0.0,0.0,40.0, United-States, <=50K
38.0, Private,182609.0, Bachelors,13.0,,, Husband,, Male,0.0,0.0,50.0, Poland, <=50K
, Private,109434.0, Bachelors,13.0,,,, White, Male,0.0,,55.0, United-States, <=50K
25.0,,255004.0,,6.0, Never-married, Craft-repair, Not-in-family, White,,0.0,0.0,40.0, United-States, <=50K
31.0, Private,,,, Married-civ-spouse, Handlers-cleaners,, White,,0.0,0.0,40.0,, <=50K
, ?,187656.0, 1st-4th,2.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States,
90.0, Private,51744.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,,2206.0,, United-States, <=50K
54.0, Private,176681.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,20.0, United-States, <=50K
53.0, Local-gov,140359.0, Preschool,1.0, Never-married,, Not-in-family,, Female,0.0,0.0,35.0, United-States,
, Private,, HS-grad,9.0,,, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
60.0, ?,24215.0,,6.0,, ?, Not-in-family, Amer-Indian-Eskimo, Female,0.0,,10.0, United-States, <=50K
66.0, Self-emp-not-inc,167687.0,,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,1409.0,0.0,50.0, United-States, <=50K
, Private,314209.0, Assoc-voc,11.0,, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, Columbia, <=50K
65.0, Private,176796.0, HS-grad,9.0, Divorced,, Not-in-family,, Female,0.0,,, United-States, <=50K
35.0, Private,538583.0, 11th,7.0, Separated, Transport-moving, Not-in-family, Black,,,0.0,, United-States, <=50K
,,130408.0, HS-grad,9.0,, Sales, Unmarried, Black, Female,,0.0,38.0, United-States, <=50K
25.0, Private,159732.0,,10.0,, Adm-clerical, Not-in-family, White,,0.0,0.0,, United-States, <=50K
33.0, Private,, Some-college,10.0, Divorced,, Other-relative, Other, Female,,0.0,40.0,,
, Private,76714.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,,55.0, United-States,
59.0,,, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White,,,0.0,40.0, United-States,
, State-gov,170525.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K
41.0, Private,180138.0,,13.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,,50.0, Iran, >50K
